 8760414 0.80 0.03 0.03 1.02 0.02 0.02 0.7444 0.0107 0.0108 4.320 0.009 0.009 13.6  1.5 1.5
 8938364 0.92 0.06 0.06 1.32 0.03 0.03 0.3968 0.0097 0.0095 4.158 0.009 0.010 13.0  2.8 2.7
 9098294 0.97 0.06 0.06 1.15 0.03 0.03 0.6333 0.0188 0.0183 4.300 0.011 0.011  8.8  2.4 2.2
 9139151 1.17 0.06 0.06 1.16 0.02 0.02 0.7488 0.0254 0.0256 4.377 0.012 0.012  1.8  1.2 1.1
 9139163 1.38 0.05 0.06 1.57 0.03 0.03 0.3581 0.0096 0.0091 4.186 0.009 0.009  2.3  0.4 0.3
 9206432 1.45 0.06 0.06 1.52 0.03 0.03 0.4114 0.0110 0.0109 4.234 0.009 0.009  1.1  0.4 0.4
 9226926 1.39 0.05 0.04 1.64 0.03 0.03 0.3147 0.0126 0.0126 4.151 0.013 0.012  2.2  0.3 0.3
 9812850 1.31 0.08 0.13 1.79 0.05 0.06 0.2276 0.0075 0.0076 4.046 0.013 0.016  3.8  1.1 0.8
 9908400 1.81 0.11 0.15 2.93 0.07 0.08 0.0712 0.0026 0.0024 3.757 0.013 0.013  1.9  0.6 0.3
 9955598 0.92 0.05 0.05 0.90 0.02 0.02 1.2380 0.0506 0.0505 4.487 0.014 0.015  6.9  3.6 3.4
10016239 1.23 0.05 0.05 1.28 0.02 0.02 0.5875 0.0185 0.0183 4.313 0.010 0.010  1.8  0.8 0.7
10018963 1.12 0.08 0.07 1.90 0.05 0.04 0.1635 0.0037 0.0036 3.929 0.012 0.010  5.8  0.9 0.8
10068307 1.23 0.15 0.08 2.00 0.08 0.05 0.1546 0.0033 0.0032 3.927 0.018 0.012  4.9  0.6 1.2
10162436 1.30 0.09 0.09 1.99 0.05 0.05 0.1643 0.0043 0.0043 3.953 0.012 0.013  4.6  0.6 0.8
10355856 1.33 0.06 0.06 1.75 0.03 0.03 0.2474 0.0063 0.0063 4.074 0.009 0.010  3.5  0.6 0.6
10454113 1.14 0.05 0.05 1.24 0.02 0.02 0.5895 0.0142 0.0140 4.303 0.009 0.009  3.7  1.2 1.0
10462940 1.20 0.07 0.06 1.26 0.03 0.03 0.6024 0.0296 0.0295 4.317 0.015 0.016  2.5  1.1 1.1
10516096 1.14 0.05 0.05 1.43 0.03 0.03 0.3867 0.0095 0.0093 4.181 0.007 0.007  5.6  1.1 1.0
10644253 1.14 0.05 0.06 1.11 0.02 0.02 0.8310 0.0318 0.0323 4.402 0.012 0.013  2.0  1.3 1.2
10709834 1.39 0.04 0.03 1.76 0.03 0.02 0.2573 0.0083 0.0081 4.092 0.010 0.010  2.8  0.4 0.4
10923629 1.47 0.15 0.09 2.48 0.07 0.06 0.0964 0.0038 0.0036 3.818 0.015 0.013  3.6  0.6 1.0
10963065 1.06 0.06 0.06 1.22 0.02 0.02 0.5749 0.0108 0.0109 4.285 0.009 0.009  5.5  1.7 1.5
11026764 1.22 0.05 0.05 2.09 0.04 0.04 0.1342 0.0038 0.0038 3.885 0.009 0.008  5.7  0.5 0.4
11081729 1.36 0.04 0.06 1.43 0.02 0.02 0.4619 0.0148 0.0143 4.258 0.011 0.011  1.2  0.5 0.4
11137075 1.01 0.05 0.05 1.66 0.04 0.04 0.2234 0.0075 0.0074 4.006 0.010 0.010  9.9  1.4 1.4
11244118 1.26 0.07 0.07 1.67 0.04 0.04 0.2732 0.0070 0.0068 4.095 0.008 0.008  5.4  1.0 0.9
11253226 1.39 0.03 0.03 1.60 0.02 0.02 0.3410 0.0088 0.0086 4.173 0.008 0.008  2.1  0.3 0.2
11414712 1.26 0.07 0.08 2.34 0.06 0.06 0.0980 0.0032 0.0033 3.798 0.009 0.009  5.0  0.7 0.7
11717120 1.01 0.10 0.10 2.38 0.11 0.11 0.0752 0.0033 0.0031 3.690 0.007 0.007  8.5  3.1 2.4
12009504 1.16 0.05 0.04 1.39 0.03 0.02 0.4271 0.0097 0.0099 4.213 0.008 0.008  4.7  0.9 1.0
12258514 1.20 0.08 0.08 1.59 0.04 0.04 0.2976 0.0064 0.0065 4.113 0.011 0.011  5.2  1.4 1.1
